,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853243.0,,2631853243.0,,2631853243.0,,2631853243.0,,2631853243.0,,2631853243.0,,2631853243.0,,2631853243.0,,2631853243.0,,2631853243.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0,,2631853259.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
