,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,102.0,0.0,62.0,0.0,313.0,0.0,14.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,136.0,0.0,102.0,0.0,136.0,0.0,173.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,134.0,0.0,136.0,0.0,142.0,0.0,105.0,0.0,142.0,0.0,142.0,0.0,141.0,0.0,69.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,237.0,0.0,66.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,248.0,0.0,43.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,68.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,102.0,0.0,62.0,0.0,313.0,0.0,14.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,136.0,0.0,102.0,0.0,136.0,0.0,173.0,0.0,136.0,0.0,132.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,142.0,0.0,177.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,66.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,248.0,0.0,43.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,313.0,0.0,313.0,0.0,277.0,0.0,14.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,136.0,0.0,102.0,0.0,136.0,0.0,173.0,0.0,174.0,0.0,136.0,0.0,104.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,142.0,0.0,177.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,104.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,66.0,0.0,235.0,0.0,168.0,0.0,163.0,0.0,0.0,0.0,248.0,0.0,43.0,0.0,130.0,0.0,94.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,124.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,313.0,0.0,275.0,0.0,313.0,0.0,14.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,167.0,0.0,313.0,0.0,176.0,0.0,136.0,0.0,102.0,0.0,102.0,0.0,173.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,99.0,0.0,136.0,0.0,136.0,0.0,142.0,0.0,177.0,0.0,106.0,0.0,142.0,0.0,98.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,137.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,66.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,248.0,0.0,43.0,0.0,130.0,0.0,134.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,14.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,21.0,0.0,313.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,174.0,0.0,173.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,142.0,0.0,177.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,248.0,0.0,43.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,138.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,312.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,173.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,341.0,0.0,177.0,0.0,142.0,0.0,140.0,0.0,142.0,0.0,142.0,0.0,176.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,248.0,0.0,43.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,63.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,104.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,138.0,0.0,313.0,0.0,279.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,312.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,65.0,0.0,136.0,0.0,64.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,38.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,341.0,0.0,177.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,0.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,248.0,0.0,43.0,0.0,130.0,0.0,130.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,310.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,138.0,0.0,313.0,0.0,279.0,0.0,313.0,0.0,313.0,0.0,241.0,0.0,313.0,0.0,46.0,0.0,313.0,0.0,312.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,64.0,0.0,135.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,341.0,0.0,177.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,109.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,284.0,0.0,43.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,69.0,0.0,217.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,199.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,310.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,138.0,0.0,313.0,0.0,279.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,46.0,0.0,313.0,0.0,312.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,136.0,0.0,108.0,0.0,64.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,341.0,0.0,177.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,177.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,191.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,310.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,138.0,0.0,313.0,0.0,279.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,46.0,0.0,313.0,0.0,312.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,64.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,341.0,0.0,177.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,179.0,0.0,213.0,0.0,142.0,0.0,177.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,255.0,0.0,248.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,138.0,0.0,313.0,0.0,279.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,310.0,0.0,46.0,0.0,313.0,0.0,312.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,139.0,0.0,136.0,0.0,64.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,341.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,144.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,138.0,0.0,313.0,0.0,279.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,46.0,0.0,313.0,0.0,312.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,139.0,0.0,136.0,0.0,64.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,168.0,0.0,136.0,0.0,341.0,0.0,142.0,0.0,142.0,0.0,176.0,0.0,142.0,0.0,144.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,138.0,0.0,313.0,0.0,279.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,46.0,0.0,313.0,0.0,312.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,139.0,0.0,136.0,0.0,64.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,208.0,0.0,341.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,144.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,269.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,249.0,0.0,248.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,138.0,0.0,313.0,0.0,279.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,46.0,0.0,313.0,0.0,312.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,139.0,0.0,136.0,0.0,64.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,341.0,0.0,142.0,0.0,110.0,0.0,142.0,0.0,142.0,0.0,144.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,163.0,0.0,179.0,0.0,248.0,0.0,248.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,138.0,0.0,313.0,0.0,279.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,46.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,139.0,0.0,136.0,0.0,64.0,0.0,136.0,0.0,136.0,0.0,102.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,144.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,138.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,321.0,0.0,313.0,0.0,313.0,0.0,46.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,171.0,0.0,139.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,98.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,144.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,176.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,138.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,276.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,139.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,98.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,142.0,0.0,307.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,144.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,43.0,0.0,31.0,0.0,69.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,138.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,136.0,0.0,139.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,0.0,0.0,136.0,0.0,98.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,136.0,0.0,142.0,0.0,142.0,0.0,98.0,0.0,108.0,0.0,142.0,0.0,144.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,235.0,0.0,235.0,0.0,163.0,0.0,163.0,0.0,163.0,0.0,248.0,0.0,245.0,0.0,248.0,0.0,310.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,242.0,0.0,242.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,310.0,0.0
,313.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,245.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,313.0,313.0,138.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,281.0,313.0,313.0,313.0,313.0,313.0,241.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,136.0,313.0,139.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,0.0,313.0,136.0,313.0,98.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,144.0,313.0,142.0,313.0,177.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,235.0,313.0,235.0,313.0,163.0,313.0,163.0,313.0,163.0,313.0,248.0,313.0,248.0,313.0,248.0,313.0,130.0,313.0,130.0,313.0,132.0,313.0,0.0,313.0,0.0,313.0,242.0,313.0,242.0,313.0,242.0,313.0,35.0,313.0,31.0,313.0,31.0,313.0,102.0,313.0,102.0,313.0,102.0,313.0,310.0,313.0
,313.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,245.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,313.0,313.0,138.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,316.0,313.0,349.0,313.0,276.0,313.0,313.0,313.0,313.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,0.0,313.0,134.0,313.0,98.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,9.0,313.0,142.0,313.0,142.0,313.0,140.0,313.0,142.0,313.0,173.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,235.0,313.0,235.0,313.0,163.0,313.0,163.0,313.0,163.0,313.0,107.0,313.0,248.0,313.0,248.0,313.0,57.0,313.0,130.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,242.0,313.0,242.0,313.0,242.0,313.0,31.0,313.0,31.0,313.0,31.0,313.0,102.0,313.0,102.0,313.0,102.0,313.0,310.0,313.0
,313.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,245.0,313.0,0.0,313.0,70.0,313.0,0.0,313.0,313.0,313.0,138.0,313.0,313.0,313.0,315.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,316.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,171.0,313.0,0.0,313.0,136.0,313.0,98.0,313.0,136.0,313.0,136.0,313.0,207.0,313.0,136.0,313.0,136.0,313.0,142.0,313.0,107.0,313.0,142.0,313.0,142.0,313.0,173.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,235.0,313.0,235.0,313.0,163.0,313.0,163.0,313.0,163.0,313.0,32.0,313.0,248.0,313.0,248.0,313.0,130.0,313.0,130.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,242.0,313.0,242.0,313.0,242.0,313.0,31.0,313.0,35.0,313.0,31.0,313.0,102.0,313.0,102.0,313.0,102.0,313.0,310.0,313.0
,313.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,245.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,313.0,313.0,138.0,313.0,313.0,313.0,315.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,316.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,136.0,313.0,175.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,0.0,313.0,173.0,313.0,98.0,313.0,136.0,313.0,136.0,313.0,207.0,313.0,136.0,313.0,65.0,313.0,142.0,313.0,142.0,313.0,209.0,313.0,145.0,313.0,173.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,10.0,313.0,235.0,313.0,235.0,313.0,163.0,313.0,163.0,313.0,163.0,313.0,248.0,313.0,248.0,313.0,248.0,313.0,130.0,313.0,130.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,242.0,313.0,242.0,313.0,242.0,313.0,31.0,313.0,31.0,313.0,31.0,313.0,102.0,313.0,102.0,313.0,96.0,313.0,310.0,313.0
,313.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,70.0,313.0,245.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,313.0,313.0,138.0,313.0,313.0,313.0,315.0,313.0,313.0,313.0,313.0,313.0,279.0,313.0,313.0,313.0,316.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,136.0,313.0,175.0,313.0,136.0,313.0,136.0,313.0,136.0,313.0,0.0,313.0,134.0,313.0,98.0,313.0,136.0,313.0,136.0,313.0,207.0,313.0,136.0,313.0,136.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,173.0,313.0,142.0,313.0,138.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,142.0,313.0,235.0,313.0,235.0,313.0,235.0,313.0,163.0,313.0,163.0,313.0,163.0,313.0,248.0,313.0,248.0,313.0,252.0,313.0,130.0,313.0,130.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,277.0,313.0,68.0,313.0,242.0,313.0,31.0,313.0,31.0,313.0,67.0,313.0,102.0,313.0,102.0,313.0,102.0,313.0,310.0,313.0
